unit,site,patch_num,flr_id,flr_strp,trmt,seeds_mean,spk_count,spk_wt,spk_flr,mean_flr_dns_m2,germ_rate,seed_flr,prop_prsr_m2,yrs_spraying,phrag_marsh,prop_prsr_marsh
GD,GD,4,GD4.1,0.44,Low,7,60,0.075,352,41.3,0.53333333,2464,101763.2,1,0.01613916,1642.37247
GD,GD,4,GD4.2,0.776,Low,5.7,60,0.066,705.45,,,4021.1,166071.055,1,0.01613916,2680.24716
GD,GD,4,GD4.3,1.043,Low,6.3,60,0.066,948.18,,,5973.5,246707.427,1,0.01613916,3981.65039
GD,GD,4,GD4.4,1.407,Low,6,60,0.069,1223.48,,,7340.9,303177.913,1,0.01613916,4893.03654
GD,GD,4,GD4.5,0.463,Low,5.3,60,0.066,420.91,,,2230.8,92132.7909,1,0.01613916,1486.94576
GD,GD,5,GD5.1,2.189,Low,7,60,0.072,1824.17,58.7,1.92771084,12769.2,749550.083,1,0.01613916,12097.108
GD,GD,5,GD5.2,1.783,Low,6,60,0.066,1620.91,,,9725.5,570884.182,1,0.01613916,9213.59058
GD,GD,5,GD5.3,1.152,Low,7.3,60,0.084,822.86,,,6006.9,352602.514,1,0.01613916,5690.70804
GD,GD,5,GD5.4,2.01,Low,7.3,60,0.08,1507.5,,,11004.8,645978.825,1,0.01613916,10425.555
GD,GD,5,GD5.5,4.587,Low,5,60,0.081,3397.78,,,16988.9,997247.778,1,0.01613916,16094.7405
GFV,GFV,1,GFV1.1,1.019,High,5.97,60,0.052,1175.77,30.4,0.15065913,7019.3,213388.006,15,0.01600402,3415.06617
GFV,GFV,1,GFV1.2,0.838,High,5.97,60,0.069,728.7,,,4350.3,132249.517,15,0.01600402,2116.52407
GFV,GFV,1,GFV1.3,0.422,High,5.97,60,0.044,575.45,,,3435.5,104438.095,15,0.01600402,1671.42949
GFV,GFV,1,GFV1.4,1.066,High,5.97,60,0.049,1305.31,,,7792.7,236897.398,15,0.01600402,3791.31098
GFV,GFV,1,GFV1.5,0.5,High,5.97,60,0.049,612.24,,,3655.1,111115.102,15,0.01600402,1778.28845
GFV,GFV,3,GFV3.1,0.613,High,5.97,60,0.06,613,14.4,0.14732965,3659.6,52698.384,15,0.01600402,843.386054
GFV,GFV,3,GFV3.2,2.346,High,5.97,60,0.058,2426.9,,,14488.6,208635.443,15,0.01600402,3339.00605
GFV,GFV,3,GFV3.3,1.253,High,5.97,60,0.067,1122.09,,,6698.9,96463.7946,15,0.01600402,1543.80861
GFV,GFV,3,GFV3.4,0.896,High,5.97,60,0.052,1033.85,,,6172.1,88877.6862,15,0.01600402,1422.40037
GFV,GFV,3,GFV3.5,0.428,High,5.97,60,0.05,513.6,,,3066.2,44153.1648,15,0.01600402,706.628185
GFV,GFV,4,GFV4.1,0.938,High,5.97,60,0.05,1125.6,6.4,0.82304527,6719.8,43006.9248,15,0.01600402,688.283736
GFV,GFV,4,GFV4.2,0.651,High,5.97,60,0.037,1055.68,,,6302.4,40335.2562,15,0.01600402,645.526295
GFV,GFV,4,GFV4.3,1.155,High,5.97,60,0.049,1414.29,,,8443.3,54037.0286,15,0.01600402,864.809751
GFV,GFV,4,GFV4.4,0.292,High,5.97,60,0.038,461.05,,,2752.5,17615.899,15,0.01600402,281.925221
GFV,GFV,4,GFV4.5,1.129,High,5.97,60,0.055,1231.64,,,7352.9,47058.3622,15,0.01600402,753.123026
GFV,GFV,5,GFV5.1,0.718,High,5.97,60,0.04,1077,41.6,0.06144393,6429.7,267475.104,15,0.01600402,4280.67723
GFV,GFV,5,GFV5.2,0.723,High,5.97,60,0.041,1058.05,,,6316.6,262768.531,15,0.01600402,4205.35314
GFV,GFV,5,GFV5.3,0.301,High,5.97,60,0.055,328.36,,,1960.3,81549.7658,15,0.01600402,1305.12418
GFV,GFV,5,GFV5.4,0.519,High,5.97,60,0.038,819.47,,,4892.3,203517.928,15,0.01600402,3257.10523
GFV,GFV,5,GFV5.5,0.684,High,5.97,60,0.049,837.55,,,5000.2,208007.471,15,0.01600402,3328.95597
GFV,GFV,6,GFV6.1,0.381,High,5.97,60,0.038,601.58,60,0,3591.4,215485.579,15,0.01600402,3448.63577
GFV,GFV,6,GFV6.2,0.607,High,5.97,60,0.058,627.93,,,3748.7,224924.897,15,0.01600402,3599.70282
GFV,GFV,6,GFV6.3,0.576,High,5.97,60,0.045,768,,,4585,275097.6,15,0.01600402,4402.66782
GFV,GFV,6,GFV6.4,0.891,High,5.97,60,0.046,1162.17,,,6938.2,416290.696,15,0.01600402,6662.32512
GFV,GFV,6,GFV6.5,0.494,High,5.97,60,0.047,630.64,,,3764.9,225894.638,15,0.01600402,3615.22257
GH,GH,1,GH1.1,1.163,High,5.7,60,0.045,1550.67,40.8,15.4314721,8838.8,360623.04,9,0.00904711,3262.5946
GH,GH,1,GH1.2,1.212,High,6,60,0.05,1454.4,,,8726.4,356037.12,9,0.00904711,3221.1053
GH,GH,1,GH1.3,1.655,High,5,60,0.048,2068.75,,,10343.8,422025,9,0.00904711,3818.10459
GH,GH,1,GH1.4,1.882,High,5.3,60,0.049,2304.49,,,12213.8,498322.874,9,0.00904711,4508.37949
GH,GH,1,GH1.5,2.545,High,5.3,60,0.046,3319.57,,,17593.7,717822.783,9,0.00904711,6494.21827
GH,GH,2,GH2.1,0.561,High,5,60,0.031,1085.81,16.8,0.9653092,5429,91207.7419,9,0.00904711,825.16604
GH,GH,2,GH2.2,1.101,High,6,60,0.05,1321.2,,,7927.2,133176.96,9,0.00904711,1204.86597
GH,GH,2,GH2.3,0.592,High,5.7,60,0.032,1110,,,6327,106293.6,9,0.00904711,961.649386
GH,GH,2,GH2.4,0.81,High,5,60,0.049,991.84,,,4959.2,83314.2857,9,0.00904711,753.753111
GH,GH,2,GH2.5,0.802,High,4.7,60,0.04,1203,,,5654.1,94988.88,9,0.00904711,859.374395
GH,GH,3,GH3.1,1.49,High,6,60,0.083,1077.11,40.8,4.76621418,6462.7,263676.145,9,0.00904711,2385.50584
GH,GH,3,GH3.2,2.271,High,7.3,60,0.069,1974.78,,,14415.9,588169.252,9,0.00904711,5321.22913
GH,GH,3,GH3.3,0.736,High,6,60,0.065,679.38,,,4076.3,166313.354,9,0.00904711,1504.65442
GH,GH,3,GH3.4,1.599,High,7.3,60,0.072,1332.5,,,9727.3,396871.8,9,0.00904711,3590.54094
GH,GH,3,GH3.5,0.599,High,8.3,60,0.097,370.52,,,3075.3,125471.357,9,0.00904711,1135.15257
GH,GH,4,GH4.1,1.129,High,7,60,0.073,927.95,74.4,7.74381368,6495.6,483273.863,9,0.00904711,4372.2295
GH,GH,4,GH4.2,1.515,High,5.3,60,0.056,1623.21,,,8603,640065.857,9,0.00904711,5790.74317
GH,GH,4,GH4.3,2.648,High,6,60,0.074,2147.03,,,12882.2,958432.865,9,0.00904711,8671.043
GH,GH,4,GH4.4,1.555,High,5.3,60,0.061,1529.51,,,8106.4,603115.672,9,0.00904711,5456.45096
GH,GH,4,GH4.5,1.155,High,5.3,60,0.066,1050,,,5565,414036,9,0.00904711,3745.82727
GH,GH,5,GH5.1,1.183,High,6,60,0.051,1391.76,44.8,22.4375918,8350.6,374106.353,9,0.00904711,3384.57955
GH,GH,5,GH5.2,3.275,High,6.7,60,0.072,2729.17,,,18285.4,819186.667,9,0.00904711,7411.26799
GH,GH,5,GH5.3,3.717,High,6,60,0.067,3328.66,,,19971.9,894742.925,9,0.00904711,8094.83341
GH,GH,5,GH5.4,2.556,High,7,60,0.074,2072.43,,,14507,649914.811,9,0.00904711,5879.8477
GH,GH,5,GH5.5,0.739,High,5.7,60,0.07,633.43,,,3610.5,161752.32,9,0.00904711,1463.39026
GI,GIW,1,GIW1.1,0.98,Low,6,60,0.058,1013.79,65.6,23.8045375,6082.8,399028.966,3,0.09134971,36451.1803
GI,GIW,1,GIW1.2,2.909,Low,5.7,60,0.086,2029.53,,,11568.3,758883.684,3,0.09134971,69323.8045
GI,GIW,1,GIW1.3,1.041,Low,6.7,60,0.099,630.91,,,4227.1,277297.164,3,0.09134971,25331.0155
GI,GIW,1,GIW1.4,0.57,Low,7.3,60,0.054,633.33,,,4623.3,303290.667,3,0.09134971,27705.5145
GI,GIW,1,GIW1.5,1.417,Low,7,60,0.079,1076.2,,,7533.4,494192.203,3,0.09134971,45144.3144
GI,GIW,2,GIW2.1,1.104,Low,5.3,60,0.051,1298.82,85.6,0.19512195,6883.8,589250.259,3,0.09134971,53827.8403
GI,GIW,2,GIW2.2,2.198,Low,4.7,60,0.052,2536.15,,,11919.9,1020345.42,3,0.09134971,93208.2582
GI,GIW,2,GIW2.3,0.552,Low,4.7,60,0.071,466.48,,,2192.5,187673.78,3,0.09134971,17143.9454
GI,GIW,2,GIW2.4,0.945,Low,5,60,0.082,691.46,,,3457.3,295946.342,3,0.09134971,27034.6125
GI,GIW,2,GIW2.5,1.584,Low,5.3,60,0.058,1638.62,,,8684.7,743409.435,3,0.09134971,67910.2363
GI,GIW,3,GIW3.1,1.329,Low,6.3,60,0.072,1107.5,46.4,2.78606965,6977.3,323744.4,3,0.09134971,29573.9571
GI,GIW,3,GIW3.2,0.86,Low,5,60,0.049,1053.06,,,5265.3,244310.204,3,0.09134971,22317.6663
GI,GIW,3,GIW3.3,0.373,Low,4.3,60,0.038,588.95,,,2532.5,117506.779,3,0.09134971,10734.2102
GI,GIW,3,GIW3.4,0.53,Low,5.7,60,0.046,691.3,,,3940.4,182836.174,3,0.09134971,16702.0315
GI,GIW,3,GIW3.5,0.765,Low,5.3,60,0.057,805.26,,,4267.9,198030.316,3,0.09134971,18090.0119
GI,GIW,4,GIW4.1,0.422,Low,5,60,0.049,516.73,68,16.3380282,2583.7,175689.796,3,0.09134971,16049.2119
GI,GIW,4,GIW4.2,0.408,Low,6.7,60,0.066,370.91,,,2485.1,168986.182,3,0.09134971,15436.8387
GI,GIW,4,GIW4.3,0.791,Low,7,60,0.058,818.28,,,5727.9,389499.31,3,0.09134971,35580.649
GI,GIW,4,GIW4.4,0.403,Low,5,60,0.055,439.64,,,2198.2,149476.364,3,0.09134971,13654.6225
GI,GIW,4,GIW4.5,0.528,Low,7,60,0.055,576,,,4032,274176,3,0.09134971,25045.8981
GI,GIW,5,GIW5.1,0.11,Low,4.7,60,0.036,183.33,11.2,0.26533997,861.7,9650.66667,3,0.09134971,881.585602
GI,GIW,5,GIW5.2,0.216,Low,4.3,60,0.036,360,,,1548,17337.6,3,0.09134971,1583.78473
GI,GIW,5,GIW5.3,0.382,Low,5,60,0.036,636.67,,,3183.3,35653.3333,3,0.09134971,3256.92166
GI,GIW,5,GIW5.4,0.293,Low,4.7,60,0.036,488.33,,,2295.2,25705.8667,3,0.09134971,2348.22347
GI,GIW,5,GIW5.5,0.244,Low,3.7,60,0.044,332.73,,,1231.1,13788.2182,3,0.09134971,1259.54973
GI,GIE,1,GIE1.1,1.477,Low,6.2,60,0.062,1429.35,8,12.0574163,8862,70896,3,0.09134971,6476.32904
GI,GIE,1,GIE1.2,2.991,Low,6.2,60,0.086,2086.74,,,12937.8,103502.512,3,0.09134971,9454.92446
GI,GIE,1,GIE1.3,1.069,Low,6.2,60,0.06,1069,,,6627.8,53022.4,3,0.09134971,4843.58086
GI,GIE,1,GIE1.4,0.639,Low,6.2,60,0.056,684.64,,,4244.8,33958.2857,3,0.09134971,3102.07955
GI,GIE,1,GIE1.5,1.881,Low,6.2,60,0.064,1763.44,,,10933.3,87466.5,3,0.09134971,7990.03941
GI,GIE,2,GIE2.1,1.552,Low,6.2,60,0.098,950.2,73.6,2.5433526,5891.3,433597.127,3,0.09134971,39608.9718
GI,GIE,2,GIE2.2,0.95,Low,6.2,60,0.05,1140,,,7068,520204.8,3,0.09134971,47520.5576
GI,GIE,2,GIE2.3,1.036,Low,6.2,60,0.074,840,,,5208,383308.8,3,0.09134971,35015.1477
GI,GIE,2,GIE2.4,0.355,Low,6.2,60,0.086,247.67,,,1535.6,113018.791,3,0.09134971,10324.2338
GI,GIE,2,GIE2.5,0.599,Low,6.2,60,0.064,561.56,,,3481.7,256252.2,3,0.09134971,23408.5642
GI,GIE,3,GIE3.1,0.682,Low,6.2,60,0.108,378.89,87.2,17.9620035,2349.1,204842.489,3,0.09134971,18712.302
GI,GIE,3,GIE3.2,0.346,Low,6.2,60,0.058,357.93,,,2219.2,193511.835,3,0.09134971,17677.25
GI,GIE,3,GIE3.3,1.242,Low,6.2,60,0.087,856.55,,,5310.6,463086.124,3,0.09134971,42302.7831
GI,GIE,3,GIE3.4,0.629,Low,6.2,60,0.063,599.05,,,3714.1,323869.105,3,0.09134971,29585.3488
GI,GIE,3,GIE3.5,1.016,Low,6.2,60,0.071,858.59,,,5323.3,464188.935,3,0.09134971,42403.5246
GI,GIE,4,GIE4.1,2.633,Low,6.2,60,0.052,3038.08,21.6,6.16740088,18836.1,406859.262,3,0.09134971,37166.4756
GI,GIE,4,GIE4.2,1.366,Low,6.2,60,0.055,1490.18,,,9239.1,199565.149,3,0.09134971,18230.2185
GI,GIE,4,GIE4.3,0.533,Low,6.2,60,0.038,841.58,,,5217.8,112704.253,3,0.09134971,10295.5008
GI,GIE,4,GIE4.4,0.324,Low,6.2,60,0.053,366.79,,,2274.1,49120.8453,3,0.09134971,4487.17497
GI,GIE,4,GIE4.5,2.397,Low,6.2,60,0.051,2820,,,17484,377654.4,3,0.09134971,34498.6199
GI,GIE,5,GIE5.1,0.936,Low,6.2,60,0.058,968.28,56.8,5.56149733,6003.3,340988.028,3,0.09134971,31149.1575
GI,GIE,5,GIE5.2,1.824,Low,6.2,60,0.065,1683.69,,,10438.9,592929.083,3,0.09134971,54163.8998
GI,GIE,5,GIE5.3,0.927,Low,6.2,60,0.057,975.79,,,6049.9,343634.021,3,0.09134971,31390.8682
GI,GIE,5,GIE5.4,1.665,Low,6.2,60,0.087,1148.28,,,7119.3,404376.828,3,0.09134971,36939.706
GI,GIE,5,GIE5.5,1.434,Low,6.2,60,0.068,1265.29,,,7844.8,445585.977,3,0.09134971,40704.1498
GK,GK,1,GK1.1,1.354,High,5,60,0.071,1144.23,5.6,8.21092279,5721.1,32038.3099,15,0.04452054,1426.36271
GK,GK,1,GK1.2,0.256,High,5,60,0.068,225.88,,,1129.4,6324.70588,15,0.04452054,281.579291
GK,GK,1,GK1.3,1.412,High,6.7,60,0.076,1114.74,,,7468.7,41824.9263,15,0.04452054,1862.06811
GK,GK,1,GK1.4,2.783,High,6.3,60,0.084,1987.86,,,12523.5,70131.6,15,0.04452054,3122.29637
GK,GK,1,GK1.5,1.062,High,6.7,60,0.069,923.48,,,6187.3,34648.9044,15,0.04452054,1542.58777
GK,GK,2,GK2.1,0.92,High,6.3,60,0.061,904.92,6.4,0.27633852,5701,36486.2951,15,0.04452054,1624.38939
GK,GK,2,GK2.2,1.005,High,6,60,0.042,1435.71,,,8614.3,55131.4286,15,0.04452054,2454.48071
GK,GK,2,GK2.3,0.402,High,6,60,0.045,536,,,3216,20582.4,15,0.04452054,916.339465
GK,GK,2,GK2.4,0.291,High,5.3,60,0.044,396.82,,,2103.1,13460.0727,15,0.04452054,599.249641
GK,GK,2,GK2.5,1.795,High,6.7,60,0.072,1495.83,,,10022.1,64141.3333,15,0.04452054,2855.60649
GK,GK,3,GK3.1,1.702,High,5.7,60,0.056,1823.57,43.2,0.0608828,10394.4,449036.229,15,0.04452054,19991.3333
GK,GK,3,GK3.2,1.241,High,4.7,60,0.055,1353.82,,,6362.9,274879.244,15,0.04452054,12237.7711
GK,GK,3,GK3.3,0.546,High,5.7,60,0.061,537.05,,,3061.2,132242.99,15,0.04452054,5887.5287
GK,GK,3,GK3.4,0.992,High,6.7,60,0.056,1062.86,,,7121.1,307633.371,15,0.04452054,13696.0023
GK,GK,3,GK3.5,0.541,High,5.3,60,0.05,649.2,,,3440.8,148640.832,15,0.04452054,6617.5694
GK,GK,4,GK4.1,0.884,High,6.3,60,0.057,930.53,48,0,5862.3,281391.158,15,0.04452054,12527.685
GK,GK,4,GK4.2,1.026,High,5,60,0.051,1207.06,,,6035.3,289694.118,15,0.04452054,12897.3372
GK,GK,4,GK4.3,0.822,High,5.7,60,0.062,795.48,,,4534.3,217644.387,15,0.04452054,9689.64461
GK,GK,4,GK4.4,0.726,High,5,60,0.056,777.86,,,3889.3,186685.714,15,0.04452054,8311.34791
GK,GK,4,GK4.5,1.051,High,6.3,60,0.06,1051,,,6621.3,317822.4,15,0.04452054,14149.6234
GK,GK,5,GK5.1,0.158,High,6,60,0.058,163.45,5.6,0,980.7,5491.86207,15,0.04452054,244.500639
GK,GK,5,GK5.2,0.17,High,5,60,0.044,231.82,,,1159.1,6490.90909,15,0.04452054,288.978747
GK,GK,5,GK5.3,0.063,High,4.3,60,0.045,84,,,361.2,2022.72,15,0.04452054,90.0525771
GK,GK,5,GK5.4,0.108,High,4.7,60,0.058,111.72,,,525.1,2940.57931,15,0.04452054,130.916165
GK,GK,5,GK5.5,0.086,High,4.7,60,0.053,97.36,,,457.6,2562.47547,15,0.04452054,114.08278
IC,IC,1,IC1.1,1.125,High,6.7,60,0.064,1054.69,50.7,8.40722496,7066.4,358266.797,15,0.01294256,4636.89018
IC,IC,1,IC1.2,0.66,High,5,60,0.07,565.71,,,2828.6,143408.571,15,0.01294256,1856.0743
IC,IC,1,IC1.3,1.674,High,6.7,60,0.085,1181.65,,,7917,401393.689,15,0.01294256,5195.06265
IC,IC,1,IC1.4,0.736,High,6.7,60,0.068,649.41,,,4351.1,220598.682,15,0.01294256,2855.11209
IC,IC,1,IC1.5,0.478,High,6.7,60,0.08,358.5,,,2402,121778.865,15,0.01294256,1576.13049
IC,IC,2,IC2.1,0.732,High,5.3,60,0.109,402.94,28,10.5820106,2135.6,59795.6697,15,0.01294256,773.909154
IC,IC,2,IC2.2,1.172,High,6.3,60,0.078,901.54,,,5679.7,159031.385,15,0.01294256,2058.27354
IC,IC,2,IC2.3,0.139,High,5.3,60,0.081,102.96,,,545.7,15279.7037,15,0.01294256,197.75851
IC,IC,2,IC2.4,0.924,High,6,60,0.097,571.55,,,3429.3,96019.7938,15,0.01294256,1242.74212
IC,IC,2,IC2.5,0.48,High,4.7,60,0.064,450,,,2115,59220,15,0.01294256,766.458514
IC,IC,3,IC3.1,1.451,High,5,60,0.075,1160.8,44,22.867784,5804,255376,15,0.01294256,3305.21968
IC,IC,3,IC3.2,0.66,High,4.3,60,0.064,618.75,,,2660.6,117067.5,15,0.01294256,1515.15336
IC,IC,3,IC3.3,0.487,High,4.3,60,0.046,635.22,,,2731.4,120183.13,15,0.01294256,1555.4776
IC,IC,3,IC3.4,0.732,High,6,60,0.077,570.39,,,3422.3,150582.857,15,0.01294256,1948.92794
IC,IC,3,IC3.5,1.697,High,4.7,60,0.08,1272.75,,,5981.9,263204.7,15,0.01294256,3406.54311
IC,IC,4,IC4.1,0.808,High,8.3,60,0.094,515.74,21.3,26.245614,4280.7,91178.5021,15,0.01294256,1180.0834
IC,IC,4,IC4.2,1.486,High,5.7,60,0.099,900.61,,,5133.5,109342.582,15,0.01294256,1415.17313
IC,IC,4,IC4.3,1.215,High,7.3,60,0.059,1235.59,,,9019.8,192122.39,15,0.01294256,2486.55592
IC,IC,4,IC4.4,1.429,High,4.7,60,0.098,874.9,,,4112,87586.0347,15,0.01294256,1133.58767
ISU,ISU,1,ISU1.1,1.184,Low,3.7,60,0.037,1920,31.2,3.62235067,7104,221644.8,0,0.04210554,9332.47312
ISU,ISU,1,ISU1.2,1.33,Low,5.3,60,0.04,1995,,,10573.5,329893.2,0,0.04210554,13890.33
ISU,ISU,1,ISU1.3,1.897,Low,6.7,60,0.045,2529.33,,,16946.5,528731.84,0,0.04210554,22262.5376
ISU,ISU,1,ISU1.4,2.032,Low,5.7,60,0.036,3386.67,,,19304,602284.8,0,0.04210554,25359.5244
